Union/Municipalities,Upzila,District,Division,Country,AREA_SQKM
Mizanpur,Rajbari Sadar,Rajbari,Dhaka,Bangladesh,58.72464092
Moazzempur,Nandail,Mymensingh,Mymensingh,Bangladesh,26.2532965
Mobarakpur,Shibganj,Nawabganj,Rajshahi,Bangladesh,30.80596643
Mochna,Muksudpur,Gopalganj,Dhaka,Bangladesh,16.02240037
Mogalbachha,Kurigram Sadar,Kurigram,Rangpur,Bangladesh,32.6183422
Mogalgaon,Sylhet Sadar,Sylhet,Sylhet,Bangladesh,41.89926887
Mogalhat,Lalmonirhat Sadar,Lalmonirhat,Rangpur,Bangladesh,32.75812852
Mogla Bazar,Dakshin Surma,Sylhet,Sylhet,Bangladesh,39.18055822
Mogra,Akhaura,Brahamanbaria,Chittagong,Bangladesh,20.40856435
Mohadebpur,Shibalaya,Manikganj,Dhaka,Bangladesh,22.51080699
Mohadipur,Palashbari,Gaibandha,Rangpur,Bangladesh,20.17097458
Mohamadpur,Panchbibi,Joypurhat,Rajshahi,Bangladesh,36.67337248
Mohamaya,Chhagalnaiya,Feni,Chittagong,Bangladesh,23.22589883
Mohammadabad,Joypurhat Sadar,Joypurhat,Rajshahi,Bangladesh,11.90781654
Mohammadpur,Chatkhil,Noakhali,Chittagong,Bangladesh,22.91306841
Mohammadpur,Senbagh,Noakhali,Chittagong,Bangladesh,5.089572164
Mohammadpur,Subarnachar,Noakhali,Chittagong,Bangladesh,52.80304481
Mohammadpur,Shariatpur Sadar,Shariatpur,Dhaka,Bangladesh,8.162341932
Mohammadpur,Mohammadpur,Magura,Khulna,Bangladesh,22.2089273
Mohammadpur,Birganj,Dinajpur,Rangpur,Bangladesh,31.55734285
Mohammadpur,Thakurgaon Sadar,Thakurgaon,Rangpur,Bangladesh,26.80661686
Mohammadpur Paschim,Daudkandi,Comilla,Chittagong,Bangladesh,14.2231059
Mohammadpur Purba,Daudkandi,Comilla,Chittagong,Bangladesh,13.12460615
Mohan Pur,Debidwar,Comilla,Chittagong,Bangladesh,14.08317699
Mohanganj,Char Rajibpur,Kurigram,Rangpur,Bangladesh,58.61622118
Mohanganj Paurashava,Mohanganj,Netrakona,Mymensingh,Bangladesh,6.194385496
Mohanpur,Matlab Uttar,Chandpur,Chittagong,Bangladesh,29.22219182
Mohanpur,Godagari,Rajshahi,Rajshahi,Bangladesh,98.76480291
Mohanpur,Ullah Para,Sirajganj,Rajshahi,Bangladesh,36.09777033
Mohanpur,Birganj,Dinajpur,Rangpur,Bangladesh,37.41712531
Mohanpur,Sunamganj Sadar,Sunamganj,Sylhet,Bangladesh,17.13745759
Moharajpur,Jhenaidah Sadar,Jhenaidah,Khulna,Bangladesh,35.73881842
Mokam,Burichang,Comilla,Chittagong,Bangladesh,23.76228267
Mokamia,Betagi,Barguna,Barisal,Bangladesh,21.12881897
Mokamtala,Shibganj,Bogra,Rajshahi,Bangladesh,25.89380173
Mokara,Nangalkot,Comilla,Chittagong,Bangladesh,23.71658933
Mokarimpur,Bheramara,Kushtia,Khulna,Bangladesh,39.75405062
Mokhna,Nagarpur,Tangail,Dhaka,Bangladesh,23.74222282
Mokrabpur,Nangalkot,Comilla,Chittagong,Bangladesh,10.10743071
Mokshapur,Trishal,Mymensingh,Mymensingh,Bangladesh,27.39451235
Moktarpur,Kaliganj,Gazipur,Dhaka,Bangladesh,38.70591555
Mollah Para,Sunamganj Sadar,Sunamganj,Sylhet,Bangladesh,30.41070732
Mollahat,Nalchity,Jhalokati,Barisal,Bangladesh,19.30775683
Mollahkandi,Munshiganj Sadar,Munshiganj,Dhaka,Bangladesh,16.62781528
Mollahpur,Beani Bazar,Sylhet,Sylhet,Bangladesh,15.31298271
Mollar Char,Gaibandha Sadar,Gaibandha,Rangpur,Bangladesh,28.41709103
Mollargaon,Dakshin Surma,Sylhet,Sylhet,Bangladesh,11.62251512
Mominpur,Chuadanga Sadar,Chuadanga,Khulna,Bangladesh,17.36560371
Mominpur,Parbatipur,Dinajpur,Rangpur,Bangladesh,31.19687548
Mominpur,Rangpur Sadar,Rangpur,Rangpur,Bangladesh,28.54102345
Monakhali,Mujib Nagar,Meherpur,Khulna,Bangladesh,19.77656762
Mongla Port Paurashava,Mongla,Bagerhat,Khulna,Bangladesh,17.32605944
Morrelganj,Morrelganj,Bagerhat,Khulna,Bangladesh,12.29740776
Morrelganj Paurashava,Morrelganj,Bagerhat,Khulna,Bangladesh,21.14420619
Moshinda,Gurudaspur,Natore,Rajshahi,Bangladesh,23.15591913
Mostafapur,Parbatipur,Dinajpur,Rangpur,Bangladesh,34.79780002
Mostafapur,Maulvi Bazar Sadar,Maulvibazar,Sylhet,Bangladesh,20.14178894
Mothurapur,Chatmohar,Pabna,Rajshahi,Bangladesh,15.64852896
Mouchak,Kaliakair,Gazipur,Dhaka,Bangladesh,55.14421054
Moyna,Boalmari,Faridpur,Dhaka,Bangladesh,27.77938886
Mriga,Itna,Kishoreganj,Dhaka,Bangladesh,48.52663457
Mrigi,Kalukhali,Rajbari,Dhaka,Bangladesh,23.89389373
Mubachhari,Mahalchhari,Khagrachhari,Chittagong,Bangladesh,49.77434294
Mudafarganj,Laksam,Comilla,Chittagong,Bangladesh,27.13584305
Mugra Para,Sonargaon,Narayanganj,Dhaka,Bangladesh,9.272953966
Mujib Nagar,Char Fasson,Bhola,Barisal,Bangladesh,9.163252478
Muksudpur,Dohar,Dhaka,Dhaka,Bangladesh,15.11420305
Muksudpur Paurashava,Muksudpur,Gopalganj,Dhaka,Bangladesh,17.7442027
Muktagachha Paurashava,Muktagachha,Mymensingh,Mymensingh,Bangladesh,5.629924902
Muktanagar,Saghatta,Gaibandha,Rangpur,Bangladesh,14.5395848
Muktarer Char,Naria,Shariatpur,Dhaka,Bangladesh,16.13780764
Mukundapur,Birampur,Dinajpur,Rangpur,Bangladesh,15.06158771
Mukundapur,Kaharole,Dinajpur,Rangpur,Bangladesh,33.69765813
Muladi,Muladi,Barisal,Barisal,Bangladesh,32.70494506
Muladuli,Ishwardi,Pabna,Rajshahi,Bangladesh,42.27645442
Mulghar,Rajbari Sadar,Rajbari,Dhaka,Bangladesh,19.71194452
Mulghar,Fakirhat,Bagerhat,Khulna,Bangladesh,17.30920292
Mulgram,Kasba,Brahamanbaria,Chittagong,Bangladesh,30.40378239
Mulgram,Chatmohar,Pabna,Rajshahi,Bangladesh,32.74209053
Mulia,Narail Sadar,Narail,Khulna,Bangladesh,11.71792614
Mulna,Zanjira,Shariatpur,Dhaka,Bangladesh,13.80521684
Mumurdia,Katiadi,Kishoreganj,Dhaka,Bangladesh,21.46948459
Mundumala Paurashava,Tanore,Rajshahi,Rajshahi,Bangladesh,32.39527604
Munotosh,Bhangura,Pabna,Rajshahi,Bangladesh,11.38888365
Munshi Bazar,Kamalganj,Maulvibazar,Sylhet,Bangladesh,14.91773869
Munshi Bazar,Rajnagar,Maulvibazar,Sylhet,Bangladesh,47.48149835
Munshiganj,Shyamnagar,Satkhira,Khulna,Bangladesh,49.92151983
Munshiganj Paurashava,Munshiganj Sadar,Munshiganj,Dhaka,Bangladesh,10.62581083
Munshirhat,Chauddagram,Comilla,Chittagong,Bangladesh,21.37033528
Munshirhat,Fulgazi,Feni,Chittagong,Bangladesh,15.70622794
Mura Para,Rupganj,Narayanganj,Dhaka,Bangladesh,10.93310105
Muradia,Dumki,Patuakhali,Barisal,Bangladesh,28.11906446
Muradnagar,Muradnagar,Comilla,Chittagong,Bangladesh,20.91802014
Muradpur,Sitakunda,Chittagong,Chittagong,Bangladesh,23.35732325
Muradpur,Baniachong,Habiganj,Sylhet,Bangladesh,25.98599668
Murakari,Lakhai,Habiganj,Sylhet,Bangladesh,16.95591675
Muria,Beani Bazar,Sylhet,Sylhet,Bangladesh,35.51416708
Muriauk,Lakhai,Habiganj,Sylhet,Bangladesh,19.02811852
Musapur,Sandwip,Chittagong,Chittagong,Bangladesh,22.5871828
Musapur,Companiganj,Noakhali,Chittagong,Bangladesh,40.77334321
Musapur,Bandar,Narayanganj,Dhaka,Bangladesh,10.86452069
Musapur,Roypura,Narsingdi,Dhaka,Bangladesh,15.05870887
Mushidhat,Bochaganj,Dinajpur,Rangpur,Bangladesh,27.09349026
Mustafapur,Madaripur Sadar,Madaripur,Dhaka,Bangladesh,19.07811294
Musuddi,Dhanbari,Tangail,Dhaka,Bangladesh,12.05702569
Musuli,Nandail,Mymensingh,Mymensingh,Bangladesh,28.21756495
Muzaffarpur,Kendua,Netrakona,Mymensingh,Bangladesh,25.84238164
Mymensingh Paurashava,Mymensingh Sadar,Mymensingh,Mymensingh,Bangladesh,22.37789905
Nabagram,Jhalokati Sadar,Jhalokati,Barisal,Bangladesh,20.07857323
Nabagram,Kalkini,Madaripur,Dhaka,Bangladesh,20.56012879
Nabagram,Manikganj Sadar,Manikganj,Dhaka,Bangladesh,14.96449479
Nabharan,Jhikargachha,Jessore,Khulna,Bangladesh,26.04608534
Nabiganj,Nabiganj,Habiganj,Sylhet,Bangladesh,27.40039333
Nabiganj Paurashava,Nabiganj,Habiganj,Sylhet,Bangladesh,6.789076308
Nabinagar Paurashava,Nabinagar,Brahamanbaria,Chittagong,Bangladesh,13.76015832
Nabipur,Senbagh,Noakhali,Chittagong,Bangladesh,16.13754044
Nachan Mohal,Nalchity,Jhalokati,Barisal,Bangladesh,16.66690617
Nachna Para,Patharghata,Barguna,Barisal,Bangladesh,23.68258809
Nachole,Nachole,Nawabganj,Rajshahi,Bangladesh,60.54689117
Nachole Paurashava,Nachole,Nawabganj,Rajshahi,Bangladesh,11.10131911
Nadana,Sonaimuri,Noakhali,Chittagong,Bangladesh,23.71242632
Nafanagar,Bochaganj,Dinajpur,Rangpur,Bangladesh,36.51345752
Nagar,Khaliajuri,Netrakona,Mymensingh,Bangladesh,38.27343192
Nagar,Baraigram,Natore,Rajshahi,Bangladesh,50.88680081
Nagarghata,Tala,Satkhira,Khulna,Bangladesh,24.08399465
Nagari,Kaliganj,Gazipur,Dhaka,Bangladesh,36.89974605
Nagarkanda Paurashava,Nagarkanda,Faridpur,Dhaka,Bangladesh,7.286996496
Nagarpur,Nagarpur,Tangail,Dhaka,Bangladesh,17.50667138
Nagbari,Kalihati,Tangail,Dhaka,Bangladesh,24.18988262
Nagda Simla,Gopalpur,Tangail,Dhaka,Bangladesh,26.51355641
Nagdaha,Alamdanga,Chuadanga,Khulna,Bangladesh,48.60515455
Nagdemra,Santhia,Pabna,Rajshahi,Bangladesh,25.34747382
Nager Para,Gosairhat,Shariatpur,Dhaka,Bangladesh,23.93186229
Nahata,Mohammadpur,Magura,Khulna,Bangladesh,36.96759341
Naihati,Rupsa,Khulna,Khulna,Bangladesh,27.0841226
Naikhongchhari,Naikhongchhari,Bandarban,Chittagong,Bangladesh,78.33846892
Nakai,Gobindaganj,Gaibandha,Rangpur,Bangladesh,24.74527753
Nakla,Nakla,Sherpur,Mymensingh,Bangladesh,15.3285949
Nakla Paurashava,Nakla,Sherpur,Mymensingh,Bangladesh,5.200708713
Nakol,Sreepur,Magura,Khulna,Bangladesh,22.95533005
Nalchira,Gaurnadi,Barisal,Barisal,Bangladesh,21.29126825
Nalchira,Hatiya,Noakhali,Chittagong,Bangladesh,10.23644301
Naldanga,Jhenaidah Sadar,Jhenaidah,Khulna,Bangladesh,35.71048329
Naldanga,Sadullapur,Gaibandha,Rangpur,Bangladesh,20.70622981
Naldanga Paurashava,Natore Sadar,Natore,Rajshahi,Bangladesh,6.760604179
Naldha Maubhog,Fakirhat,Bagerhat,Khulna,Bangladesh,13.71178756
Naldi,Lohagara,Narail,Khulna,Bangladesh,41.56848734
Nali,Ghior,Manikganj,Dhaka,Bangladesh,19.83870971
Nalian Range,Koyra,Khulna,Khulna,Bangladesh,989.4495499
Nalitabari,Nalitabari,Sherpur,Mymensingh,Bangladesh,13.46445738
Nalitabari Paurashava,Nalitabari,Sherpur,Mymensingh,Bangladesh,19.75113759
Nalka,Royganj,Sirajganj,Rajshahi,Bangladesh,30.00455002
Nalkura,Jhenaigati,Sherpur,Mymensingh,Bangladesh,33.95194399
Nalmuri,Gosairhat,Shariatpur,Dhaka,Bangladesh,10.40008671
Nalta,Kaliganj,Satkhira,Khulna,Bangladesh,40.59698013
Naltona,Barguna Sadar,Barguna,Barisal,Bangladesh,35.263603
Nalua,Bakerganj,Barisal,Barisal,Bangladesh,15.55737835
Nalua,Satkania,Chittagong,Chittagong,Bangladesh,12.1658821
Namuja,Bogra Sadar,Bogra,Rajshahi,Bangladesh,17.0633564
Nandail,Nandail,Mymensingh,Mymensingh,Bangladesh,21.31805989
Nandail Paurashava,Nandail,Mymensingh,Mymensingh,Bangladesh,8.59561182
Nandalalpur,Kumarkhali,Kushtia,Khulna,Bangladesh,26.24502835
Nandanpur,Santhia,Pabna,Rajshahi,Bangladesh,29.3718918
Nandigram,Nandigram,Bogra,Rajshahi,Bangladesh,28.76589821
Nandigram Paurashava,Nandigram,Bogra,Rajshahi,Bangladesh,19.82503052
Nandirgaon,Gowainghat,Sylhet,Sylhet,Bangladesh,43.99154782
Nangalkot,Nangalkot,Comilla,Chittagong,Bangladesh,0.716070012
Nangalkot Paurashava,Nangalkot,Comilla,Chittagong,Bangladesh,9.438855872
Nangalmora,Hathazari,Chittagong,Chittagong,Bangladesh,1.796501106
Nangalthara,Kalaroa,Satkhira,Khulna,Bangladesh,12.43677087
Nangla,Melandaha,Jamalpur,Mymensingh,Bangladesh,21.26031748
Naniarchar,Naniarchar,Rangamati,Chittagong,Bangladesh,82.91357251
Nanikshir,Muksudpur,Gopalganj,Dhaka,Bangladesh,15.70673551
Nannar,Dhamrai,Dhaka,Dhaka,Bangladesh,16.30729701
Nanupur,Fatikchhari,Chittagong,Chittagong,Bangladesh,19.67652564
Naodanga,Phulbari,Kurigram,Rangpur,Bangladesh,25.67756254
Naodoba,Zanjira,Shariatpur,Dhaka,Bangladesh,16.65943242
Naogaon,Fulbaria,Mymensingh,Mymensingh,Bangladesh,28.14958885
Naogaon,Tarash,Sirajganj,Rajshahi,Bangladesh,30.19984403
Naogaon Paurashava,Naogaon Sadar,Naogaon,Rajshahi,Bangladesh,33.20418038
Naotara,Dimla,Nilphamari,Rangpur,Bangladesh,37.43549621
Narahatta,Kahaloo,Bogra,Rajshahi,Bangladesh,22.53610934
Narail,Haluaghat,Mymensingh,Mymensingh,Bangladesh,36.44238958
Narail Paurashava,Narail Sadar,Narail,Khulna,Bangladesh,27.81028342
Narandi,Pakundia,Kishoreganj,Dhaka,Bangladesh,14.24395611
Narandia,Kalihati,Tangail,Dhaka,Bangladesh,25.44756527
Narandia,Purbadhala,Netrakona,Mymensingh,Bangladesh,22.06434702
Narayandia,Titas,Comilla,Chittagong,Bangladesh,9.427765337
Narayanganj Paurashava,Narayanganj Sadar,Narayanganj,Dhaka,Bangladesh,6.661893388
Narayanhat,Fatikchhari,Chittagong,Chittagong,Bangladesh,60.83101913
Narayanpur,Matlab Dakshin,Chandpur,Chittagong,Bangladesh,22.55149752
Narayanpur,Belabo,Narsingdi,Dhaka,Bangladesh,19.67837012
Narayanpur,Bhedarganj,Shariatpur,Dhaka,Bangladesh,5.105533076
Narayanpur,Chaugachha,Jessore,Khulna,Bangladesh,30.74697649
Narayanpur,Nawabganj Sadar,Nawabganj,Rajshahi,Bangladesh,42.87447945
Narayanpur,Nageshwari,Kurigram,Rangpur,Bangladesh,54.58737662
Narchi,Sariakandi,Bogra,Rajshahi,Bangladesh,15.65146809
Nardas,Baghmara,Rajshahi,Rajshahi,Bangladesh,21.05999089
Narendrapur,Kotwali,Jessore,Khulna,Bangladesh,25.12240948
Nargun,Thakurgaon Sadar,Thakurgaon,Rangpur,Bangladesh,37.00815034
Naria Paurashava,Naria,Shariatpur,Dhaka,Bangladesh,10.43990283
Narikelbaria,Sadarpur,Faridpur,Dhaka,Bangladesh,59.18952425
Narikelbaria,Bagher Para,Jessore,Khulna,Bangladesh,33.52229694
Narisha,Dohar,Dhaka,Dhaka,Bangladesh,18.43048169
Narnia,Shahjadpur,Sirajganj,Rajshahi,Bangladesh,10.20695914
Narottampur,Begumganj,Noakhali,Chittagong,Bangladesh,6.742638335
Narottampur,Kabirhat,Noakhali,Chittagong,Bangladesh,16.50305573
Narsing Pur,Dowarabazar,Sunamganj,Sylhet,Bangladesh,44.6908476
Narsingdi Paurashava,Narsingdi Sadar,Narsingdi,Dhaka,Bangladesh,8.951591021
Narua,Balia Kandi,Rajbari,Dhaka,Bangladesh,22.06112462
Naruamala,Gabtali,Bogra,Rajshahi,Bangladesh,20.32817153
Narundi,Jamalpur Sadar,Jamalpur,Mymensingh,Bangladesh,25.5807674
Nasasan,Naria,Shariatpur,Dhaka,Bangladesh,8.518623213
Nasipur,Gabtali,Bogra,Rajshahi,Bangladesh,17.0985889
Nasirabad,Khilgaon,Dhaka,Dhaka,Bangladesh,6.361773268
Nasirabad,Bhanga,Faridpur,Dhaka,Bangladesh,14.28743164
Nasirnagar,Nasirnagar,Brahamanbaria,Chittagong,Bangladesh,29.00206053
Nasratpur,Adamdighi,Bogra,Rajshahi,Bangladesh,24.25860412
Nasratpur,Chirirbandar,Dinajpur,Rangpur,Bangladesh,11.32330228
Nateshwar,Sonaimuri,Noakhali,Chittagong,Bangladesh,15.96328831
Natghar,Nabinagar,Brahamanbaria,Chittagong,Bangladesh,29.12486359
Nather Petua,Manoharganj,Comilla,Chittagong,Bangladesh,13.14625598
Nathullabad,Jhalokati Sadar,Jhalokati,Barisal,Bangladesh,13.25652489
Natima,Maheshpur,Jhenaidah,Khulna,Bangladesh,38.67531292
Natipota,Damurhuda,Chuadanga,Khulna,Bangladesh,49.76031472
Natore Paurashava,Natore Sadar,Natore,Rajshahi,Bangladesh,9.263936815
Natuar Para,Kazipur,Sirajganj,Rajshahi,Bangladesh,30.22528276
Nawabpur,Sonagazi,Feni,Chittagong,Bangladesh,11.12898756
Nawabpur,Balia Kandi,Rajbari,Dhaka,Bangladesh,40.16060967
Naya Naobhanga,Shibganj,Nawabganj,Rajshahi,Bangladesh,23.43732768
Nayabari,Dohar,Dhaka,Dhaka,Bangladesh,13.24796097
Nayabil,Nalitabari,Sherpur,Mymensingh,Bangladesh,31.20186333
Nayakhola,Chatkhil,Noakhali,Chittagong,Bangladesh,14.78827664
Nayanagar,Melandaha,Jamalpur,Mymensingh,Bangladesh,20.88184872
Nayansree,Nawabganj,Dhaka,Dhaka,Bangladesh,23.07738464
Nayekpur,Madan,Netrakona,Mymensingh,Bangladesh,25.79435131
Nayerhat,Chilmari,Kurigram,Rangpur,Bangladesh,57.98464565
Nazarpur,Narsingdi Sadar,Narsingdi,Dhaka,Bangladesh,26.76090866
Nazimkhan,Rajarhat,Kurigram,Rangpur,Bangladesh,17.77692206
Nazipur,Patnitala,Naogaon,Rajshahi,Bangladesh,20.11771587
Nazirabad,Maulvi Bazar Sadar,Maulvibazar,Sylhet,Bangladesh,45.26124795
Nazirganj,Sujanagar,Pabna,Rajshahi,Bangladesh,36.9898325
Nazirpur,Muladi,Barisal,Barisal,Bangladesh,32.10732772
Nazirpur,Bauphal,Patuakhali,Barisal,Bangladesh,55.32169148
Nazirpur,Nazirpur,Pirojpur,Barisal,Bangladesh,21.29101617
Nazirpur,Kalmakanda,Netrakona,Mymensingh,Bangladesh,44.95764095
Nazirpur,Gurudaspur,Natore,Rajshahi,Bangladesh,43.38649674
Nehalpur,Manirampur,Jessore,Khulna,Bangladesh,14.34290272
Nekmarad,Ranisankail,Thakurgaon,Rangpur,Bangladesh,39.64296427
Nepa,Maheshpur,Jhenaidah,Khulna,Bangladesh,35.61142046
Nepaltali,Gabtali,Bogra,Rajshahi,Bangladesh,35.17122793
Nesarabad (Swarupkati),Nesarabad (Swarupkati),Pirojpur,Barisal,Bangladesh,7.857462892
Netrokona Paurashava,Netrokona Sadar,Netrakona,Mymensingh,Bangladesh,14.26585721
Newashi,Nageshwari,Kurigram,Rangpur,Bangladesh,14.22697844
Nhilla,Teknaf,Cox's Bazar,Chittagong,Bangladesh,55.61065705
Niamati,Bakerganj,Barisal,Barisal,Bangladesh,26.40781052
Niamatpur,Karimganj,Kishoreganj,Dhaka,Bangladesh,11.51150081
Niamatpur,Kaliganj,Jhenaidah,Khulna,Bangladesh,22.25276878
Niamatpur,Niamatpur,Naogaon,Rajshahi,Bangladesh,42.44351109
Niazpur,Noakhali Sadar (Sudharam),Noakhali,Chittagong,Bangladesh,15.70143589
Nibaskhola,Jhikargachha,Jessore,Khulna,Bangladesh,26.95998794
Nigair,Gaffargaon,Mymensingh,Mymensingh,Bangladesh,38.44304325
Nij Bahadurpur,Barlekha,Maulvibazar,Sylhet,Bangladesh,24.83317455
Nijamkandi,Kashiani,Gopalganj,Dhaka,Bangladesh,21.1280907
Nijpara,Birganj,Dinajpur,Rangpur,Bangladesh,39.46860937
Nijpat,Jaintiapur,Sylhet,Sylhet,Bangladesh,30.48716917
Nijum Dip,Hatiya,Noakhali,Chittagong,Bangladesh,51.29829439
Nikli,Nikli,Kishoreganj,Dhaka,Bangladesh,32.99269274
Nikrail,Bhuapur,Tangail,Dhaka,Bangladesh,44.99473105
Nilakhi,Homna,Comilla,Chittagong,Bangladesh,3.758881693
Nilakhi,Shib Char,Madaripur,Dhaka,Bangladesh,5.210147104
Nilakhya,Roypura,Narsingdi,Dhaka,Bangladesh,22.46449998
Nilakshmia,Bakshiganj,Jamalpur,Mymensingh,Bangladesh,21.78337459
Nilganj,Kala Para,Patuakhali,Barisal,Bangladesh,57.86084854
Nilkamal,Char Fasson,Bhola,Barisal,Bangladesh,40.37585115
Nilkamal,Haim Char,Chandpur,Chittagong,Bangladesh,26.56040048
Nimaichara,Chatmohar,Pabna,Rajshahi,Bangladesh,26.96767688
Nimgachhi,Dhunat,Bogra,Rajshahi,Bangladesh,26.02125326
Nimpara,Charghat,Rajshahi,Rajshahi,Bangladesh,36.20277821
Nirmail,Patnitala,Naogaon,Rajshahi,Bangladesh,36.88839023
Nishanbaria,Amtali,Barguna,Barisal,Bangladesh,50.82432056
Nishanbaria,Morrelganj,Bagerhat,Khulna,Bangladesh,51.27678302
Nishchintapur,Kazipur,Sirajganj,Rajshahi,Bangladesh,30.09789092
Nishindara,Bogra Sadar,Bogra,Rajshahi,Bangladesh,14.13697843
Nitai,Kishoreganj,Nilphamari,Rangpur,Bangladesh,21.90442335
Nithpur,Porsha,Naogaon,Rajshahi,Bangladesh,59.69520256
Nityanandapur,Shailkupa,Jhenaidah,Khulna,Bangladesh,32.3198968
Nizampur,Sharsha,Jessore,Khulna,Bangladesh,25.84970076
Nizampur,Nachole,Nawabganj,Rajshahi,Bangladesh,76.47414319
Nizampur,Habiganj Sadar,Habiganj,Sylhet,Bangladesh,17.0472328
Nizra,Gopalganj Sadar,Gopalganj,Dhaka,Bangladesh,11.80367019
Noa Para,Raozan,Chittagong,Chittagong,Bangladesh,13.56080166
Noabad,Karimganj,Kishoreganj,Dhaka,Bangladesh,11.73690801
Noagaon,Sarail,Brahamanbaria,Chittagong,Bangladesh,27.65233701
Noagaon,Ramganj,Lakshmipur,Chittagong,Bangladesh,16.7495772
Noagaon,Sonargaon,Narayanganj,Dhaka,Bangladesh,10.36699764
Noagram,Lohagara,Narail,Khulna,Bangladesh,26.80800973
Noahata Paurashava,Paba,Rajshahi,Rajshahi,Bangladesh,39.43414125
Noajispur,Raozan,Chittagong,Chittagong,Bangladesh,6.280205437
Noakhali,Noakhali Sadar (Sudharam),Noakhali,Chittagong,Bangladesh,105.7593479
Noakhali Paurashava,Noakhali Sadar (Sudharam),Noakhali,Chittagong,Bangladesh,13.29949866
Noamala,Bauphal,Patuakhali,Barisal,Bangladesh,25.83372138
Noannai,Noakhali Sadar (Sudharam),Noakhali,Chittagong,Bangladesh,14.84209392
Noapara,Madhukhali,Faridpur,Dhaka,Bangladesh,23.50431621
Noapara,Naria,Shariatpur,Dhaka,Bangladesh,48.8411452
Noapara,Kotwali,Jessore,Khulna,Bangladesh,23.97458368
Noapara,Debhata,Satkhira,Khulna,Bangladesh,36.57845163
Noapara,Kendua,Netrakona,Mymensingh,Bangladesh,22.20994701
Noapara,Durgapur,Rajshahi,Rajshahi,Bangladesh,28.26936343
Noapara,Madhabpur,Habiganj,Sylhet,Bangladesh,31.86170891
Noapara Paurashava,Abhaynagar,Jessore,Khulna,Bangladesh,32.95861028
Noarai,Chhatak,Sunamganj,Sylhet,Bangladesh,33.83697769
Noarpara,Islampur,Jamalpur,Mymensingh,Bangladesh,38.18851169
Nohali,Gangachara,Rangpur,Rangpur,Bangladesh,31.75290872
Nonduar,Ranisankail,Thakurgaon,Rangpur,Bangladesh,38.52239077
Noongola,Bogra Sadar,Bogra,Rajshahi,Bangladesh,15.33600072
Noonkhawa,Nageshwari,Kurigram,Rangpur,Bangladesh,36.92459554
North Char Ababil,Roypur,Lakshmipur,Chittagong,Bangladesh,14.41422465
North Char Bangshi,Roypur,Lakshmipur,Chittagong,Bangladesh,49.66033767
Nowa Patang,Rowangchhari,Bandarban,Chittagong,Bangladesh,92.78836621
Nowdabash,Hatibandha,Lalmonirhat,Rangpur,Bangladesh,19.31166269
Nozipur Paurashava,Patnitala,Naogaon,Rajshahi,Bangladesh,11.38953634
Nudmulla,Bhandaria,Pirojpur,Barisal,Bangladesh,23.25154527
Nunni,Nalitabari,Sherpur,Mymensingh,Bangladesh,23.36810256
Nurabad,Char Fasson,Bhola,Barisal,Bangladesh,52.95753314
Nuralla Pur U/C,Narsingdi Sadar,Narsingdi,Dhaka,Bangladesh,6.833561899
Nurnagar,Shyamnagar,Satkhira,Khulna,Bangladesh,27.5905277
Nurpur,Habiganj Sadar,Habiganj,Sylhet,Bangladesh,31.9601592
Nurullabad,Manda,Naogaon,Rajshahi,Bangladesh,29.00821827
Nurullaganj,Bhanga,Faridpur,Dhaka,Bangladesh,21.16351749
Nutan Bharenga,Bera,Pabna,Rajshahi,Bangladesh,14.9618227
Omar,Dhamoirhat,Naogaon,Rajshahi,Bangladesh,33.3478845
Omar Majid,Rajarhat,Kurigram,Rangpur,Bangladesh,23.29868829
Omarpur,Chauhali,Sirajganj,Rajshahi,Bangladesh,59.5476284
Omarpur,Balaganj,Sylhet,Sylhet,Bangladesh,33.52583083
Orakandi,Kashiani,Gopalganj,Dhaka,Bangladesh,17.76787391
Osmanganj,Char Fasson,Bhola,Barisal,Bangladesh,19.09700116
Osmanpur,Mirsharai,Chittagong,Chittagong,Bangladesh,14.81397261
Osmanpur,Kuliar Char,Kishoreganj,Dhaka,Bangladesh,11.19392485
Osmanpur,Khoksa,Kushtia,Khulna,Bangladesh,15.73352918
Osmanpur,Balaganj,Sylhet,Sylhet,Bangladesh,28.32690624
Otra,Wazirpur,Barisal,Barisal,Bangladesh,23.80465163
Pabna Paurashava,Pabna Sadar,Pabna,Rajshahi,Bangladesh,7.977721971
Pabnapur,Palashbari,Gaibandha,Rangpur,Bangladesh,16.65277624
Pachandar,Tanore,Rajshahi,Rajshahi,Bangladesh,45.16692289
Pachim Hatila,Hajiganj,Chandpur,Chittagong,Bangladesh,9.076130901
Padma Pukur,Shyamnagar,Satkhira,Khulna,Bangladesh,40.51956897
Padmabila,Chuadanga Sadar,Chuadanga,Khulna,Bangladesh,22.67717158
Padmakar,Jhenaidah Sadar,Jhenaidah,Khulna,Bangladesh,17.06084864
Padri Shibpur,Bakerganj,Barisal,Barisal,Bangladesh,32.9375147
Padua,Lohagara,Chittagong,Chittagong,Bangladesh,25.60105285
Padua,Rangunia,Chittagong,Chittagong,Bangladesh,64.41060718
Padua,Daudkandi,Comilla,Chittagong,Bangladesh,12.75562179
Padumsahar,Saghatta,Gaibandha,Rangpur,Bangladesh,17.75346977
Paglakanai,Jhenaidah Sadar,Jhenaidah,Khulna,Bangladesh,19.35763481
